Timestamp,Event Type,Entity Type,Entity ID,Payload JSON,Actor,Schema Version
2026-05-01T09:40:00Z,CLIMB_LOGGED,climb,C-009_R-001,"{""timestamp"": ""2026-05-01T09:40:00Z"", ""customerId"": ""C-009"", ""routeId"": ""R-001"", ""status"": ""✓"", ""grade"": 2, ""height"": ""184"", ""experience"": ""4y"", ""gender"": ""M""}",seed@fixture,1
2026-05-01T09:45:00Z,CLIMB_LOGGED,climb,C-010_R-003,"{""timestamp"": ""2026-05-01T09:45:00Z"", ""customerId"": ""C-010"", ""routeId"": ""R-003"", ""status"": ""◎"", ""grade"": 6, ""height"": ""165"", ""experience"": ""4y"", ""gender"": ""M""}",seed@fixture,1
2026-05-01T09:50:00Z,CLIMB_LOGGED,climb,C-011_R-005,"{""timestamp"": ""2026-05-01T09:50:00Z"", ""customerId"": ""C-011"", ""routeId"": ""R-005"", ""status"": ""◯"", ""grade"": 9, ""height"": ""176"", ""experience"": ""4y"", ""gender"": ""F""}",seed@fixture,1
2026-05-01T09:55:00Z,CLIMB_LOGGED,climb,C-012_R-007,"{""timestamp"": ""2026-05-01T09:55:00Z"", ""customerId"": ""C-012"", ""routeId"": ""R-007"", ""status"": ""◯"", ""grade"": 1, ""height"": ""159"", ""experience"": ""1y"", ""gender"": ""M""}",seed@fixture,1
2026-05-01T10:00:00Z,CLIMB_LOGGED,climb,C-013_R-001,"{""timestamp"": ""2026-05-01T10:00:00Z"", ""customerId"": ""C-013"", ""routeId"": ""R-001"", ""status"": ""◯"", ""grade"": 2, ""height"": ""175"", ""experience"": ""1y"", ""gender"": ""F""}",seed@fixture,1
2026-05-01T10:05:00Z,CLIMB_LOGGED,climb,C-014_R-003,"{""timestamp"": ""2026-05-01T10:05:00Z"", ""customerId"": ""C-014"", ""routeId"": ""R-003"", ""status"": ""◯"", ""grade"": 6, ""height"": ""171"", ""experience"": ""1y"", ""gender"": ""M""}",seed@fixture,1
2026-05-01T10:10:00Z,CLIMB_LOGGED,climb,C-015_R-005,"{""timestamp"": ""2026-05-01T10:10:00Z"", ""customerId"": ""C-015"", ""routeId"": ""R-005"", ""status"": ""△"", ""grade"": 9, ""height"": ""176"", ""experience"": ""2y"", ""gender"": ""M""}",seed@fixture,1
2026-05-01T10:15:00Z,CLIMB_LOGGED,climb,C-001_R-007,"{""timestamp"": ""2026-05-01T10:15:00Z"", ""customerId"": ""C-001"", ""routeId"": ""R-007"", ""status"": ""◎"", ""grade"": 1, ""height"": ""168"", ""experience"": ""1y"", ""gender"": ""F""}",seed@fixture,1
2026-05-01T10:20:00Z,CLIMB_LOGGED,climb,C-002_R-001,"{""timestamp"": ""2026-05-01T10:20:00Z"", ""customerId"": ""C-002"", ""routeId"": ""R-001"", ""status"": ""◯"", ""grade"": 2, ""height"": ""178"", ""experience"": ""0y"", ""gender"": ""M""}",seed@fixture,1
2026-05-01T10:25:00Z,CLIMB_LOGGED,climb,C-003_R-003,"{""timestamp"": ""2026-05-01T10:25:00Z"", ""customerId"": ""C-003"", ""routeId"": ""R-003"", ""status"": ""◎"", ""grade"": 6, ""height"": ""184"", ""experience"": ""4y"", ""gender"": ""M""}",seed@fixture,1
2026-05-01T10:30:00Z,CLIMB_LOGGED,climb,C-004_R-005,"{""timestamp"": ""2026-05-01T10:30:00Z"", ""customerId"": ""C-004"", ""routeId"": ""R-005"", ""status"": ""◯"", ""grade"": 9, ""height"": ""169"", ""experience"": ""4y"", ""gender"": ""M""}",seed@fixture,1
2026-05-01T10:35:00Z,CLIMB_LOGGED,climb,C-005_R-007,"{""timestamp"": ""2026-05-01T10:35:00Z"", ""customerId"": ""C-005"", ""routeId"": ""R-007"", ""status"": ""✓"", ""grade"": 1, ""height"": ""174"", ""experience"": ""1y"", ""gender"": ""M""}",seed@fixture,1
2026-05-01T10:40:00Z,CLIMB_LOGGED,climb,C-006_R-001,"{""timestamp"": ""2026-05-01T10:40:00Z"", ""customerId"": ""C-006"", ""routeId"": ""R-001"", ""status"": ""◯"", ""grade"": 2, ""height"": ""160"", ""experience"": ""3y"", ""gender"": ""F""}",seed@fixture,1
2026-05-01T10:45:00Z,CLIMB_LOGGED,climb,C-007_R-003,"{""timestamp"": ""2026-05-01T10:45:00Z"", ""customerId"": ""C-007"", ""routeId"": ""R-003"", ""status"": ""✓"", ""grade"": 6, ""height"": ""160"", ""experience"": ""1y"", ""gender"": ""M""}",seed@fixture,1
2026-05-01T10:50:00Z,CLIMB_LOGGED,climb,C-008_R-005,"{""timestamp"": ""2026-05-01T10:50:00Z"", ""customerId"": ""C-008"", ""routeId"": ""R-005"", ""status"": ""◎"", ""grade"": 9, ""height"": ""175"", ""experience"": ""3y"", ""gender"": ""M""}",seed@fixture,1
2026-05-01T10:55:00Z,CLIMB_LOGGED,climb,C-009_R-007,"{""timestamp"": ""2026-05-01T10:55:00Z"", ""customerId"": ""C-009"", ""routeId"": ""R-007"", ""status"": ""△"", ""grade"": 1, ""height"": ""184"", ""experience"": ""4y"", ""gender"": ""M""}",seed@fixture,1
2026-05-01T11:00:00Z,CLIMB_LOGGED,climb,C-010_R-001,"{""timestamp"": ""2026-05-01T11:00:00Z"", ""customerId"": ""C-010"", ""routeId"": ""R-001"", ""status"": ""✓"", ""grade"": 2, ""height"": ""165"", ""experience"": ""4y"", ""gender"": ""M""}",seed@fixture,1
2026-05-01T11:05:00Z,CLIMB_LOGGED,climb,C-011_R-003,"{""timestamp"": ""2026-05-01T11:05:00Z"", ""customerId"": ""C-011"", ""routeId"": ""R-003"", ""status"": ""✓"", ""grade"": 6, ""height"": ""176"", ""experience"": ""4y"", ""gender"": ""F""}",seed@fixture,1
2026-05-01T11:10:00Z,CLIMB_LOGGED,climb,C-012_R-005,"{""timestamp"": ""2026-05-01T11:10:00Z"", ""customerId"": ""C-012"", ""routeId"": ""R-005"", ""status"": ""◯"", ""grade"": 9, ""height"": ""159"", ""experience"": ""1y"", ""gender"": ""M""}",seed@fixture,1
2026-05-01T11:15:00Z,CLIMB_LOGGED,climb,C-013_R-007,"{""timestamp"": ""2026-05-01T11:15:00Z"", ""customerId"": ""C-013"", ""routeId"": ""R-007"", ""status"": ""◯"", ""grade"": 1, ""height"": ""175"", ""experience"": ""1y"", ""gender"": ""F""}",seed@fixture,1
2026-05-01T11:20:00Z,CLIMB_LOGGED,climb,C-014_R-001,"{""timestamp"": ""2026-05-01T11:20:00Z"", ""customerId"": ""C-014"", ""routeId"": ""R-001"", ""status"": ""◯"", ""grade"": 2, ""height"": ""171"", ""experience"": ""1y"", ""gender"": ""M""}",seed@fixture,1
2026-05-01T11:25:00Z,CLIMB_LOGGED,climb,C-015_R-003,"{""timestamp"": ""2026-05-01T11:25:00Z"", ""customerId"": ""C-015"", ""routeId"": ""R-003"", ""status"": ""✓"", ""grade"": 6, ""height"": ""176"", ""experience"": ""2y"", ""gender"": ""M""}",seed@fixture,1
2026-05-01T11:30:00Z,CLIMB_LOGGED,climb,C-001_R-005,"{""timestamp"": ""2026-05-01T11:30:00Z"", ""customerId"": ""C-001"", ""routeId"": ""R-005"", ""status"": ""◎"", ""grade"": 9, ""height"": ""168"", ""experience"": ""1y"", ""gender"": ""F""}",seed@fixture,1
2026-05-01T11:35:00Z,CLIMB_LOGGED,climb,C-002_R-007,"{""timestamp"": ""2026-05-01T11:35:00Z"", ""customerId"": ""C-002"", ""routeId"": ""R-007"", ""status"": ""◎"", ""grade"": 1, ""height"": ""178"", ""experience"": ""0y"", ""gender"": ""M""}",seed@fixture,1
2026-05-01T11:40:00Z,CLIMB_LOGGED,climb,C-003_R-001,"{""timestamp"": ""2026-05-01T11:40:00Z"", ""customerId"": ""C-003"", ""routeId"": ""R-001"", ""status"": ""◯"", ""grade"": 2, ""height"": ""184"", ""experience"": ""4y"", ""gender"": ""M""}",seed@fixture,1
2026-05-01T11:45:00Z,CLIMB_LOGGED,climb,C-004_R-003,"{""timestamp"": ""2026-05-01T11:45:00Z"", ""customerId"": ""C-004"", ""routeId"": ""R-003"", ""status"": ""△"", ""grade"": 6, ""height"": ""169"", ""experience"": ""4y"", ""gender"": ""M""}",seed@fixture,1
2026-05-01T11:50:00Z,CLIMB_LOGGED,climb,C-005_R-005,"{""timestamp"": ""2026-05-01T11:50:00Z"", ""customerId"": ""C-005"", ""routeId"": ""R-005"", ""status"": ""◎"", ""grade"": 9, ""height"": ""174"", ""experience"": ""1y"", ""gender"": ""M""}",seed@fixture,1
2026-05-01T11:55:00Z,CLIMB_LOGGED,climb,C-006_R-007,"{""timestamp"": ""2026-05-01T11:55:00Z"", ""customerId"": ""C-006"", ""routeId"": ""R-007"", ""status"": ""△"", ""grade"": 1, ""height"": ""160"", ""experience"": ""3y"", ""gender"": ""F""}",seed@fixture,1
2026-05-01T12:00:00Z,CLIMB_LOGGED,climb,C-007_R-001,"{""timestamp"": ""2026-05-01T12:00:00Z"", ""customerId"": ""C-007"", ""routeId"": ""R-001"", ""status"": ""◯"", ""grade"": 2, ""height"": ""160"", ""experience"": ""1y"", ""gender"": ""M""}",seed@fixture,1
2026-05-01T12:05:00Z,CLIMB_LOGGED,climb,C-008_R-003,"{""timestamp"": ""2026-05-01T12:05:00Z"", ""customerId"": ""C-008"", ""routeId"": ""R-003"", ""status"": ""△"", ""grade"": 6, ""height"": ""175"", ""experience"": ""3y"", ""gender"": ""M""}",seed@fixture,1
2026-05-01T12:10:00Z,CLIMB_LOGGED,climb,C-009_R-005,"{""timestamp"": ""2026-05-01T12:10:00Z"", ""customerId"": ""C-009"", ""routeId"": ""R-005"", ""status"": ""△"", ""grade"": 9, ""height"": ""184"", ""experience"": ""4y"", ""gender"": ""M""}",seed@fixture,1
2026-05-01T12:15:00Z,CLIMB_LOGGED,climb,C-010_R-007,"{""timestamp"": ""2026-05-01T12:15:00Z"", ""customerId"": ""C-010"", ""routeId"": ""R-007"", ""status"": ""◯"", ""grade"": 1, ""height"": ""165"", ""experience"": ""4y"", ""gender"": ""M""}",seed@fixture,1
2026-05-01T12:20:00Z,CLIMB_LOGGED,climb,C-011_R-001,"{""timestamp"": ""2026-05-01T12:20:00Z"", ""customerId"": ""C-011"", ""routeId"": ""R-001"", ""status"": ""△"", ""grade"": 2, ""height"": ""176"", ""experience"": ""4y"", ""gender"": ""F""}",seed@fixture,1
2026-05-01T12:25:00Z,CLIMB_LOGGED,climb,C-012_R-003,"{""timestamp"": ""2026-05-01T12:25:00Z"", ""customerId"": ""C-012"", ""routeId"": ""R-003"", ""status"": ""✓"", ""grade"": 6, ""height"": ""159"", ""experience"": ""1y"", ""gender"": ""M""}",seed@fixture,1
2026-05-01T12:30:00Z,CLIMB_LOGGED,climb,C-013_R-005,"{""timestamp"": ""2026-05-01T12:30:00Z"", ""customerId"": ""C-013"", ""routeId"": ""R-005"", ""status"": ""◯"", ""grade"": 9, ""height"": ""175"", ""experience"": ""1y"", ""gender"": ""F""}",seed@fixture,1
2026-05-01T12:35:00Z,CLIMB_LOGGED,climb,C-014_R-007,"{""timestamp"": ""2026-05-01T12:35:00Z"", ""customerId"": ""C-014"", ""routeId"": ""R-007"", ""status"": ""✓"", ""grade"": 1, ""height"": ""171"", ""experience"": ""1y"", ""gender"": ""M""}",seed@fixture,1
2026-05-01T12:40:00Z,CLIMB_LOGGED,climb,C-015_R-001,"{""timestamp"": ""2026-05-01T12:40:00Z"", ""customerId"": ""C-015"", ""routeId"": ""R-001"", ""status"": ""◯"", ""grade"": 2, ""height"": ""176"", ""experience"": ""2y"", ""gender"": ""M""}",seed@fixture,1
2026-05-01T12:45:00Z,CLIMB_LOGGED,climb,C-001_R-003,"{""timestamp"": ""2026-05-01T12:45:00Z"", ""customerId"": ""C-001"", ""routeId"": ""R-003"", ""status"": ""△"", ""grade"": 6, ""height"": ""168"", ""experience"": ""1y"", ""gender"": ""F""}",seed@fixture,1
2026-05-01T12:50:00Z,CLIMB_LOGGED,climb,C-002_R-005,"{""timestamp"": ""2026-05-01T12:50:00Z"", ""customerId"": ""C-002"", ""routeId"": ""R-005"", ""status"": ""◯"", ""grade"": 9, ""height"": ""178"", ""experience"": ""0y"", ""gender"": ""M""}",seed@fixture,1
2026-05-01T12:55:00Z,CLIMB_LOGGED,climb,C-003_R-007,"{""timestamp"": ""2026-05-01T12:55:00Z"", ""customerId"": ""C-003"", ""routeId"": ""R-007"", ""status"": ""◎"", ""grade"": 1, ""height"": ""184"", ""experience"": ""4y"", ""gender"": ""M""}",seed@fixture,1
2026-05-01T13:00:00Z,CLIMB_LOGGED,climb,C-004_R-001,"{""timestamp"": ""2026-05-01T13:00:00Z"", ""customerId"": ""C-004"", ""routeId"": ""R-001"", ""status"": ""◯"", ""grade"": 2, ""height"": ""169"", ""experience"": ""4y"", ""gender"": ""M""}",seed@fixture,1
2026-05-01T13:05:00Z,CLIMB_LOGGED,climb,C-005_R-003,"{""timestamp"": ""2026-05-01T13:05:00Z"", ""customerId"": ""C-005"", ""routeId"": ""R-003"", ""status"": ""△"", ""grade"": 6, ""height"": ""174"", ""experience"": ""1y"", ""gender"": ""M""}",seed@fixture,1
2026-05-01T13:10:00Z,CLIMB_LOGGED,climb,C-006_R-005,"{""timestamp"": ""2026-05-01T13:10:00Z"", ""customerId"": ""C-006"", ""routeId"": ""R-005"", ""status"": ""◯"", ""grade"": 9, ""height"": ""160"", ""experience"": ""3y"", ""gender"": ""F""}",seed@fixture,1
2026-05-01T13:15:00Z,CLIMB_LOGGED,climb,C-007_R-007,"{""timestamp"": ""2026-05-01T13:15:00Z"", ""customerId"": ""C-007"", ""routeId"": ""R-007"", ""status"": ""✓"", ""grade"": 1, ""height"": ""160"", ""experience"": ""1y"", ""gender"": ""M""}",seed@fixture,1
2026-05-01T13:20:00Z,CLIMB_LOGGED,climb,C-008_R-001,"{""timestamp"": ""2026-05-01T13:20:00Z"", ""customerId"": ""C-008"", ""routeId"": ""R-001"", ""status"": ""◯"", ""grade"": 2, ""height"": ""175"", ""experience"": ""3y"", ""gender"": ""M""}",seed@fixture,1
2026-05-01T13:25:00Z,CLIMB_LOGGED,climb,C-009_R-003,"{""timestamp"": ""2026-05-01T13:25:00Z"", ""customerId"": ""C-009"", ""routeId"": ""R-003"", ""status"": ""◎"", ""grade"": 6, ""height"": ""184"", ""experience"": ""4y"", ""gender"": ""M""}",seed@fixture,1
2026-05-01T13:30:00Z,CLIMB_LOGGED,climb,C-010_R-005,"{""timestamp"": ""2026-05-01T13:30:00Z"", ""customerId"": ""C-010"", ""routeId"": ""R-005"", ""status"": ""◯"", ""grade"": 9, ""height"": ""165"", ""experience"": ""4y"", ""gender"": ""M""}",seed@fixture,1
2026-05-01T13:35:00Z,CLIMB_LOGGED,climb,C-011_R-007,"{""timestamp"": ""2026-05-01T13:35:00Z"", ""customerId"": ""C-011"", ""routeId"": ""R-007"", ""status"": ""◯"", ""grade"": 1, ""height"": ""176"", ""experience"": ""4y"", ""gender"": ""F""}",seed@fixture,1
2026-05-01T13:40:00Z,CLIMB_LOGGED,climb,C-012_R-001,"{""timestamp"": ""2026-05-01T13:40:00Z"", ""customerId"": ""C-012"", ""routeId"": ""R-001"", ""status"": ""◎"", ""grade"": 2, ""height"": ""159"", ""experience"": ""1y"", ""gender"": ""M""}",seed@fixture,1
2026-05-01T13:45:00Z,CLIMB_LOGGED,climb,C-013_R-003,"{""timestamp"": ""2026-05-01T13:45:00Z"", ""customerId"": ""C-013"", ""routeId"": ""R-003"", ""status"": ""◯"", ""grade"": 6, ""height"": ""175"", ""experience"": ""1y"", ""gender"": ""F""}",seed@fixture,1
2026-05-01T13:50:00Z,CLIMB_LOGGED,climb,C-014_R-005,"{""timestamp"": ""2026-05-01T13:50:00Z"", ""customerId"": ""C-014"", ""routeId"": ""R-005"", ""status"": ""△"", ""grade"": 9, ""height"": ""171"", ""experience"": ""1y"", ""gender"": ""M""}",seed@fixture,1
2026-05-01T13:55:00Z,CLIMB_LOGGED,climb,C-015_R-007,"{""timestamp"": ""2026-05-01T13:55:00Z"", ""customerId"": ""C-015"", ""routeId"": ""R-007"", ""status"": ""△"", ""grade"": 1, ""height"": ""176"", ""experience"": ""2y"", ""gender"": ""M""}",seed@fixture,1
2026-05-01T14:00:00Z,CLIMB_LOGGED,climb,C-001_R-001,"{""timestamp"": ""2026-05-01T14:00:00Z"", ""customerId"": ""C-001"", ""routeId"": ""R-001"", ""status"": ""✓"", ""grade"": 2, ""height"": ""168"", ""experience"": ""1y"", ""gender"": ""F""}",seed@fixture,1
2026-05-01T14:05:00Z,CLIMB_LOGGED,climb,C-002_R-003,"{""timestamp"": ""2026-05-01T14:05:00Z"", ""customerId"": ""C-002"", ""routeId"": ""R-003"", ""status"": ""△"", ""grade"": 6, ""height"": ""178"", ""experience"": ""0y"", ""gender"": ""M""}",seed@fixture,1
2026-05-01T14:10:00Z,CLIMB_LOGGED,climb,C-003_R-005,"{""timestamp"": ""2026-05-01T14:10:00Z"", ""customerId"": ""C-003"", ""routeId"": ""R-005"", ""status"": ""◯"", ""grade"": 9, ""height"": ""184"", ""experience"": ""4y"", ""gender"": ""M""}",seed@fixture,1
2026-05-01T14:15:00Z,CLIMB_LOGGED,climb,C-004_R-007,"{""timestamp"": ""2026-05-01T14:15:00Z"", ""customerId"": ""C-004"", ""routeId"": ""R-007"", ""status"": ""◎"", ""grade"": 1, ""height"": ""169"", ""experience"": ""4y"", ""gender"": ""M""}",seed@fixture,1
2026-05-01T14:20:00Z,CLIMB_LOGGED,climb,C-005_R-001,"{""timestamp"": ""2026-05-01T14:20:00Z"", ""customerId"": ""C-005"", ""routeId"": ""R-001"", ""status"": ""◎"", ""grade"": 2, ""height"": ""174"", ""experience"": ""1y"", ""gender"": ""M""}",seed@fixture,1
2026-05-01T14:25:00Z,CLIMB_LOGGED,climb,C-006_R-003,"{""timestamp"": ""2026-05-01T14:25:00Z"", ""customerId"": ""C-006"", ""routeId"": ""R-003"", ""status"": ""◎"", ""grade"": 6, ""height"": ""160"", ""experience"": ""3y"", ""gender"": ""F""}",seed@fixture,1
2026-05-01T14:30:00Z,CLIMB_LOGGED,climb,C-007_R-005,"{""timestamp"": ""2026-05-01T14:30:00Z"", ""customerId"": ""C-007"", ""routeId"": ""R-005"", ""status"": ""△"", ""grade"": 9, ""height"": ""160"", ""experience"": ""1y"", ""gender"": ""M""}",seed@fixture,1
2026-05-01T14:35:00Z,CLIMB_LOGGED,climb,C-008_R-007,"{""timestamp"": ""2026-05-01T14:35:00Z"", ""customerId"": ""C-008"", ""routeId"": ""R-007"", ""status"": ""◎"", ""grade"": 1, ""height"": ""175"", ""experience"": ""3y"", ""gender"": ""M""}",seed@fixture,1
2026-05-01T14:40:00Z,CLIMB_LOGGED,climb,C-009_R-001,"{""timestamp"": ""2026-05-01T14:40:00Z"", ""customerId"": ""C-009"", ""routeId"": ""R-001"", ""status"": ""✓"", ""grade"": 2, ""height"": ""184"", ""experience"": ""4y"", ""gender"": ""M""}",seed@fixture,1
2026-05-01T14:45:00Z,CLIMB_LOGGED,climb,C-010_R-003,"{""timestamp"": ""2026-05-01T14:45:00Z"", ""customerId"": ""C-010"", ""routeId"": ""R-003"", ""status"": ""◎"", ""grade"": 6, ""height"": ""165"", ""experience"": ""4y"", ""gender"": ""M""}",seed@fixture,1
2026-05-01T14:50:00Z,CLIMB_LOGGED,climb,C-011_R-005,"{""timestamp"": ""2026-05-01T14:50:00Z"", ""customerId"": ""C-011"", ""routeId"": ""R-005"", ""status"": ""◯"", ""grade"": 9, ""height"": ""176"", ""experience"": ""4y"", ""gender"": ""F""}",seed@fixture,1
2026-05-01T14:55:00Z,CLIMB_LOGGED,climb,C-012_R-007,"{""timestamp"": ""2026-05-01T14:55:00Z"", ""customerId"": ""C-012"", ""routeId"": ""R-007"", ""status"": ""◎"", ""grade"": 1, ""height"": ""159"", ""experience"": ""1y"", ""gender"": ""M""}",seed@fixture,1
2026-05-01T15:00:00Z,CLIMB_LOGGED,climb,C-013_R-001,"{""timestamp"": ""2026-05-01T15:00:00Z"", ""customerId"": ""C-013"", ""routeId"": ""R-001"", ""status"": ""◯"", ""grade"": 2, ""height"": ""175"", ""experience"": ""1y"", ""gender"": ""F""}",seed@fixture,1
